Timestamp,Group_Reward,QoE_Variance,Jain_Index
2025-11-07 16:40:51,7.7164,42.5108,0.9999
2025-11-07 16:40:51,7.7191,49.1128,0.9998
2025-11-07 16:40:51,7.7127,137.4585,0.9996
2025-11-07 16:40:51,7.7173,143.2214,0.9995
2025-11-07 16:40:52,7.7174,144.8794,0.9995
2025-11-07 16:40:52,7.7184,151.3489,0.9995
2025-11-07 16:40:52,7.7299,4.7328,1.0000
2025-11-07 16:40:52,7.7272,18.0155,0.9999
2025-11-07 16:40:52,7.7264,13.9634,1.0000
2025-11-07 16:40:52,7.7302,39.4303,0.9999
2025-11-07 16:40:52,7.7303,39.2996,0.9999
2025-11-07 16:40:52,7.7322,24.5996,0.9999
2025-11-07 16:40:52,7.7306,26.9679,0.9999
2025-11-07 16:40:52,7.7318,41.5307,0.9999
2025-11-07 16:40:52,7.7319,41.2659,0.9999
2025-11-07 16:40:52,7.7308,48.7764,0.9998
2025-11-07 16:40:53,7.7362,60.0961,0.9998
2025-11-07 16:40:53,7.7364,62.7752,0.9998
2025-11-07 16:40:53,7.7359,66.3575,0.9998
2025-11-07 16:40:53,7.7341,88.3976,0.9997
2025-11-07 16:40:53,7.7303,69.3913,0.9998
2025-11-07 16:40:53,7.7299,63.5330,0.9998
2025-11-07 16:40:53,7.7300,63.0615,0.9998
2025-11-07 16:40:53,7.7309,53.3070,0.9998
2025-11-07 16:40:53,7.7170,223.1441,0.9993
2025-11-07 16:40:53,7.7204,309.6917,0.9990
2025-11-07 16:40:53,7.7203,309.3366,0.9990
2025-11-07 16:40:53,7.7192,313.9346,0.9990
2025-11-07 16:40:54,7.7234,220.1232,0.9993
2025-11-07 16:40:54,7.7250,264.3235,0.9992
2025-11-07 16:40:54,7.7184,304.7939,0.9990
2025-11-07 16:40:54,7.7203,298.9407,0.9991
2025-11-07 16:40:54,7.7230,260.8527,0.9992
2025-11-07 16:40:54,7.7222,236.8384,0.9993
2025-11-07 16:40:54,7.7255,198.8904,0.9994
2025-11-07 16:40:54,7.7264,195.7852,0.9994
2025-11-07 16:40:54,7.7279,176.1505,0.9995
2025-11-07 16:40:54,7.7287,199.0676,0.9994
2025-11-07 16:40:55,7.7290,196.6128,0.9994
2025-11-07 16:40:55,7.7280,201.9477,0.9994
2025-11-07 16:40:55,7.7253,238.9164,0.9993
2025-11-07 16:40:55,7.7236,189.6948,0.9994
2025-11-07 16:40:55,7.7249,182.5356,0.9994
2025-11-07 16:40:55,7.7249,182.4071,0.9994
2025-11-07 16:40:55,7.7262,163.2132,0.9995
2025-11-07 16:40:55,7.7258,152.8309,0.9995
2025-11-07 16:40:55,7.7260,151.9369,0.9995
2025-11-07 16:40:55,7.7262,151.0264,0.9995
2025-11-07 16:40:55,7.7311,105.6379,0.9997
2025-11-07 16:40:56,7.7289,64.2609,0.9998
2025-11-07 16:40:56,7.7309,55.4739,0.9998
2025-11-07 16:40:56,7.7313,53.1005,0.9998
2025-11-07 16:40:56,7.7356,50.6650,0.9998
2025-11-07 16:40:56,7.7355,49.5651,0.9998
2025-11-07 16:40:56,7.7332,66.4102,0.9998
2025-11-07 16:40:56,7.7290,116.6715,0.9996
2025-11-07 16:40:56,7.7292,118.0582,0.9996
2025-11-07 16:40:56,7.7296,124.7392,0.9996
2025-11-07 16:40:56,7.7325,111.6832,0.9997
2025-11-07 16:40:56,7.7338,89.6376,0.9997
2025-11-07 16:40:56,7.7334,87.5464,0.9997
2025-11-07 16:40:57,7.7362,135.0114,0.9996
2025-11-07 16:40:57,7.7369,132.4519,0.9996
2025-11-07 16:40:57,7.7391,98.0922,0.9997
2025-11-07 16:40:57,7.7374,99.9734,0.9997
2025-11-07 16:40:57,7.7355,67.8585,0.9998
2025-11-07 16:40:57,7.7309,96.3630,0.9997
2025-11-07 16:40:57,7.7289,116.3133,0.9996
2025-11-07 16:40:57,7.7299,119.7876,0.9996
2025-11-07 16:40:57,7.7321,166.0278,0.9995
2025-11-07 16:40:57,7.7305,186.2815,0.9994
2025-11-07 16:40:57,7.7322,166.8252,0.9995
2025-11-07 16:40:57,7.7180,311.2677,0.9990
2025-11-07 16:40:57,7.7174,290.3019,0.9991
2025-11-07 16:40:58,7.7211,280.6609,0.9991
2025-11-07 16:40:58,7.7211,280.7481,0.9991
2025-11-07 16:40:58,7.7297,133.1461,0.9996
2025-11-07 16:40:58,7.7300,139.2024,0.9996
2025-11-07 16:40:58,7.7318,134.1571,0.9996
2025-11-07 16:40:58,7.7325,127.7882,0.9996
2025-11-07 16:40:58,7.7338,114.3649,0.9996
2025-11-07 16:40:58,7.7339,116.7821,0.9996
2025-11-07 16:40:59,7.7315,127.9721,0.9996
2025-11-07 16:40:59,7.7288,156.2226,0.9995
2025-11-07 16:40:59,7.7174,337.5121,0.9989
2025-11-07 16:40:59,7.7176,345.1321,0.9989
2025-11-07 16:40:59,7.7195,351.5299,0.9989
2025-11-07 16:40:59,7.7220,339.4199,0.9989
2025-11-07 16:40:59,7.7288,184.4504,0.9994
2025-11-07 16:40:59,7.7211,50.5793,0.9998
2025-11-07 16:40:59,7.7148,59.7811,0.9998
2025-11-07 16:40:59,7.7153,61.1479,0.9998
2025-11-07 16:41:00,7.7162,53.8235,0.9998
2025-11-07 16:41:00,7.7199,113.8062,0.9996
2025-11-07 16:41:00,7.7209,104.7254,0.9997
2025-11-07 16:41:00,7.7198,106.0466,0.9997
2025-11-07 16:41:00,7.7190,113.2721,0.9996
2025-11-07 16:41:00,7.7181,95.0243,0.9997
2025-11-07 16:41:00,7.7166,108.0488,0.9997
2025-11-07 16:41:00,7.7165,108.0734,0.9997
2025-11-07 16:41:00,7.7165,108.1793,0.9997
2025-11-07 16:41:00,7.7181,143.3297,0.9995
2025-11-07 16:41:01,7.7244,111.0477,0.9997
2025-11-07 16:41:01,7.7248,109.0554,0.9997
2025-11-07 16:41:01,7.7242,117.7219,0.9996
2025-11-07 16:41:01,7.7199,53.9929,0.9998
2025-11-07 16:41:01,7.7110,94.7261,0.9997
2025-11-07 16:41:01,7.7098,91.1137,0.9997
2025-11-07 16:41:01,7.7139,82.1434,0.9997
2025-11-07 16:41:01,7.7170,135.3355,0.9996
2025-11-07 16:41:01,7.7232,68.5914,0.9998
2025-11-07 16:41:01,7.7245,61.3014,0.9998
2025-11-07 16:41:01,7.7224,76.2726,0.9998
2025-11-07 16:41:01,7.7205,48.1218,0.9998
2025-11-07 16:41:02,7.7136,115.8902,0.9996
