Timestamp,Group_Reward,QoE_Variance,Jain_Index
2025-11-07 16:40:51,7.7087,108.9389,0.9996
2025-11-07 16:40:51,7.7191,174.6077,0.9994
2025-11-07 16:40:51,7.7302,151.3506,0.9995
2025-11-07 16:40:51,7.7369,35.2557,0.9999
2025-11-07 16:40:51,7.7346,35.5485,0.9999
2025-11-07 16:40:51,7.7280,34.7965,0.9999
2025-11-07 16:40:51,7.7283,37.5494,0.9999
2025-11-07 16:40:51,7.7283,37.2443,0.9999
2025-11-07 16:40:52,7.7330,66.2547,0.9998
2025-11-07 16:40:52,7.7337,59.8129,0.9998
2025-11-07 16:40:52,7.7251,69.4410,0.9998
2025-11-07 16:40:52,7.7237,77.0883,0.9998
2025-11-07 16:40:52,7.7233,71.1498,0.9998
2025-11-07 16:40:52,7.7308,115.6007,0.9996
2025-11-07 16:40:52,7.7305,119.1812,0.9996
2025-11-07 16:40:52,7.7301,123.6796,0.9996
2025-11-07 16:40:52,7.7275,99.8347,0.9997
2025-11-07 16:40:52,7.7287,120.3205,0.9996
2025-11-07 16:40:52,7.7317,91.9882,0.9997
2025-11-07 16:40:52,7.7352,58.9355,0.9998
2025-11-07 16:40:53,7.7223,196.0441,0.9994
2025-11-07 16:40:53,7.7220,190.2726,0.9994
2025-11-07 16:40:53,7.7166,220.7957,0.9993
2025-11-07 16:40:53,7.7164,219.4916,0.9993
2025-11-07 16:40:53,7.7247,126.3422,0.9996
2025-11-07 16:40:53,7.7224,85.5598,0.9997
2025-11-07 16:40:53,7.7252,53.5069,0.9998
2025-11-07 16:40:53,7.7248,53.7392,0.9998
2025-11-07 16:40:53,7.7205,86.0400,0.9997
2025-11-07 16:40:53,7.7228,129.6834,0.9996
2025-11-07 16:40:53,7.7185,179.6788,0.9994
2025-11-07 16:40:54,7.7123,197.3794,0.9994
2025-11-07 16:40:54,7.7125,196.2429,0.9994
2025-11-07 16:40:54,7.7131,214.5270,0.9993
2025-11-07 16:40:54,7.7132,212.9433,0.9993
2025-11-07 16:40:54,7.7265,257.5890,0.9992
2025-11-07 16:40:54,7.7284,232.8593,0.9993
2025-11-07 16:40:54,7.7304,276.4377,0.9991
2025-11-07 16:40:54,7.7325,232.5717,0.9993
2025-11-07 16:40:54,7.7296,204.4148,0.9994
2025-11-07 16:40:54,7.7289,212.6058,0.9993
2025-11-07 16:40:55,7.7292,218.3799,0.9993
2025-11-07 16:40:55,7.7290,221.5479,0.9993
2025-11-07 16:40:55,7.7320,252.6627,0.9992
2025-11-07 16:40:55,7.7335,232.6471,0.9993
2025-11-07 16:40:55,7.7279,141.3925,0.9996
2025-11-07 16:40:55,7.7304,105.6666,0.9997
2025-11-07 16:40:55,7.7296,94.1515,0.9997
2025-11-07 16:40:55,7.7333,68.7531,0.9998
2025-11-07 16:40:55,7.7338,72.5263,0.9998
2025-11-07 16:40:55,7.7366,40.1732,0.9999
2025-11-07 16:40:55,7.7381,54.0086,0.9998
2025-11-07 16:40:56,7.7360,71.8602,0.9998
2025-11-07 16:40:56,7.7411,132.6255,0.9996
2025-11-07 16:40:56,7.7419,123.4651,0.9996
2025-11-07 16:40:56,7.7364,107.5499,0.9997
2025-11-07 16:40:56,7.7375,96.6757,0.9997
2025-11-07 16:40:56,7.7364,75.2451,0.9998
2025-11-07 16:40:56,7.7384,66.5378,0.9998
2025-11-07 16:40:56,7.7410,63.3248,0.9998
2025-11-07 16:40:56,7.7361,137.9423,0.9996
2025-11-07 16:40:56,7.7302,71.4537,0.9998
2025-11-07 16:40:56,7.7293,69.6187,0.9998
2025-11-07 16:40:56,7.7301,77.4748,0.9998
2025-11-07 16:40:57,7.7190,357.3325,0.9989
2025-11-07 16:40:57,7.7210,385.3495,0.9988
2025-11-07 16:40:57,7.7183,375.7639,0.9988
2025-11-07 16:40:57,7.7206,422.1426,0.9987
2025-11-07 16:40:57,7.7285,192.4359,0.9994
2025-11-07 16:40:57,7.7265,173.0653,0.9995
2025-11-07 16:40:57,7.7242,186.9924,0.9994
2025-11-07 16:40:57,7.7208,129.4023,0.9996
2025-11-07 16:40:57,7.7255,67.0844,0.9998
2025-11-07 16:40:57,7.7289,106.8126,0.9997
2025-11-07 16:40:57,7.7267,136.4297,0.9996
2025-11-07 16:40:57,7.7319,217.1227,0.9993
2025-11-07 16:40:57,7.7230,408.1424,0.9987
2025-11-07 16:40:58,7.7219,389.9417,0.9988
2025-11-07 16:40:58,7.7248,361.7225,0.9989
2025-11-07 16:40:58,7.7237,334.1454,0.9990
2025-11-07 16:40:58,7.7259,272.7821,0.9992
2025-11-07 16:40:58,7.7263,278.2878,0.9991
2025-11-07 16:40:58,7.7244,297.1488,0.9991
2025-11-07 16:40:58,7.7264,347.6760,0.9989
2025-11-07 16:40:58,7.7264,347.6760,0.9989
2025-11-07 16:40:59,7.7223,304.9368,0.9990
2025-11-07 16:40:59,7.7241,289.7085,0.9991
2025-11-07 16:40:59,7.7234,270.0585,0.9992
2025-11-07 16:40:59,7.7234,270.0585,0.9992
2025-11-07 16:40:59,7.7257,288.4554,0.9991
2025-11-07 16:40:59,7.7245,299.1607,0.9991
2025-11-07 16:40:59,7.7255,327.3796,0.9990
2025-11-07 16:40:59,7.7265,303.8030,0.9991
2025-11-07 16:40:59,7.7206,280.6382,0.9991
2025-11-07 16:40:59,7.7253,264.3340,0.9992
2025-11-07 16:41:00,7.7252,262.3253,0.9992
2025-11-07 16:41:00,7.7241,289.0499,0.9991
2025-11-07 16:41:00,7.7271,285.7649,0.9991
2025-11-07 16:41:00,7.7220,311.0509,0.9990
2025-11-07 16:41:00,7.7228,334.6270,0.9990
2025-11-07 16:41:00,7.7229,330.8000,0.9990
2025-11-07 16:41:00,7.7252,345.4250,0.9989
2025-11-07 16:41:00,7.7278,321.0930,0.9990
2025-11-07 16:41:00,7.7270,300.0056,0.9991
2025-11-07 16:41:00,7.7268,306.1575,0.9990
2025-11-07 16:41:00,7.7273,310.6579,0.9990
2025-11-07 16:41:01,7.7278,307.8434,0.9990
2025-11-07 16:41:01,7.7289,338.1542,0.9990
2025-11-07 16:41:01,7.7294,323.8953,0.9990
2025-11-07 16:41:01,7.7230,315.9905,0.9990
2025-11-07 16:41:01,7.7246,314.1406,0.9990
2025-11-07 16:41:01,7.7248,319.5891,0.9990
2025-11-07 16:41:01,7.7245,326.5798,0.9990
2025-11-07 16:41:01,7.7230,337.4102,0.9989
2025-11-07 16:41:01,7.7209,338.7733,0.9989
2025-11-07 16:41:01,7.7197,299.2413,0.9991
2025-11-07 16:41:01,7.7195,302.7456,0.9990
2025-11-07 16:41:02,7.7165,331.1467,0.9990
2025-11-07 16:41:02,7.7178,333.0862,0.9989
2025-11-07 16:41:02,7.7174,318.4301,0.9990
2025-11-07 16:41:02,7.7175,315.1349,0.9990
2025-11-07 16:41:02,7.7218,277.5754,0.9991
2025-11-07 16:41:02,7.7247,286.0811,0.9991
2025-11-07 16:41:02,7.7235,255.0366,0.9992
2025-11-07 16:41:02,7.7232,261.7092,0.9992
2025-11-07 16:41:02,7.7225,266.5180,0.9992
2025-11-07 16:41:02,7.7213,259.3464,0.9992
2025-11-07 16:41:02,7.7231,310.2800,0.9990
2025-11-07 16:41:03,7.7231,310.2800,0.9990
2025-11-07 16:41:03,7.7209,330.9610,0.9990
2025-11-07 16:41:03,7.7185,324.4315,0.9990
2025-11-07 16:41:03,7.7189,339.5972,0.9989
2025-11-07 16:41:03,7.7192,333.6251,0.9989
2025-11-07 16:41:03,7.7152,390.1313,0.9988
2025-11-07 16:41:03,7.7123,390.8334,0.9988
2025-11-07 16:41:03,7.7121,383.6240,0.9988
2025-11-07 16:41:03,7.7121,383.6240,0.9988
2025-11-07 16:41:03,7.7185,319.5991,0.9990
2025-11-07 16:41:03,7.7210,308.5320,0.9990
2025-11-07 16:41:03,7.7194,258.9972,0.9992
2025-11-07 16:41:04,7.7194,258.9972,0.9992
2025-11-07 16:41:04,7.7188,261.9533,0.9992
2025-11-07 16:41:04,7.7178,263.8648,0.9992
2025-11-07 16:41:04,7.7182,278.9357,0.9991
2025-11-07 16:41:04,7.7182,278.9357,0.9991
2025-11-07 16:41:04,7.7110,363.9533,0.9988
2025-11-07 16:41:04,7.7146,380.7510,0.9988
2025-11-07 16:41:04,7.6993,107.8705,0.9996
2025-11-07 16:41:04,7.6993,107.8705,0.9996
2025-11-07 16:41:04,7.7135,137.2760,0.9996
2025-11-07 16:41:04,7.7134,136.5643,0.9996
2025-11-07 16:41:04,7.7054,238.7265,0.9992
2025-11-07 16:41:05,7.7054,238.7265,0.9992
2025-11-07 16:41:05,7.7077,291.6627,0.9991
2025-11-07 16:41:05,7.7082,297.7524,0.9990
2025-11-07 16:41:05,7.7275,217.0393,0.9993
2025-11-07 16:41:05,7.7284,192.4136,0.9994
2025-11-07 16:41:05,7.7261,169.8895,0.9995
2025-11-07 16:41:05,7.7258,169.3997,0.9995
2025-11-07 16:41:05,7.7226,130.4332,0.9996
2025-11-07 16:41:05,7.7217,151.5816,0.9995
2025-11-07 16:41:05,7.7222,157.4865,0.9995
2025-11-07 16:41:05,7.7169,164.2699,0.9995
2025-11-07 16:41:06,7.7198,209.3090,0.9993
2025-11-07 16:41:06,7.7199,206.6634,0.9993
2025-11-07 16:41:06,7.7219,235.9889,0.9993
2025-11-07 16:41:06,7.7242,218.7142,0.9993
2025-11-07 16:41:06,7.7283,298.5023,0.9991
2025-11-07 16:41:06,7.7275,320.2189,0.9990
2025-11-07 16:41:06,7.7274,319.1018,0.9990
2025-11-07 16:41:06,7.7307,305.6927,0.9991
2025-11-07 16:41:07,7.7316,326.0233,0.9990
2025-11-07 16:41:07,7.7323,305.8815,0.9991
2025-11-07 16:41:07,7.7312,296.3016,0.9991
2025-11-07 16:41:07,7.7312,296.2793,0.9991
2025-11-07 16:41:07,7.7276,221.5330,0.9993
2025-11-07 16:41:07,7.7288,191.5757,0.9994
2025-11-07 16:41:07,7.7306,211.7290,0.9993
2025-11-07 16:41:07,7.7272,224.7369,0.9993
2025-11-07 16:41:07,7.7288,255.5567,0.9992
2025-11-07 16:41:08,7.7273,295.8555,0.9991
2025-11-07 16:41:08,7.7227,248.6378,0.9992
2025-11-07 16:41:08,7.7250,243.8976,0.9992
2025-11-07 16:41:08,7.7270,295.1701,0.9991
2025-11-07 16:41:08,7.7274,284.9749,0.9991
2025-11-07 16:41:08,7.7339,346.0940,0.9989
2025-11-07 16:41:08,7.7330,352.4911,0.9989
2025-11-07 16:41:08,7.7332,358.0705,0.9989
2025-11-07 16:41:08,7.7332,358.0705,0.9989
2025-11-07 16:41:08,7.7312,329.0730,0.9990
2025-11-07 16:41:08,7.7282,356.0691,0.9989
2025-11-07 16:41:08,7.7255,289.3315,0.9991
2025-11-07 16:41:08,7.7255,289.3315,0.9991
2025-11-07 16:41:09,7.7269,313.3312,0.9990
2025-11-07 16:41:09,7.7263,320.2957,0.9990
2025-11-07 16:41:09,7.7289,382.3495,0.9988
2025-11-07 16:41:09,7.7289,382.3495,0.9988
2025-11-07 16:41:09,7.7270,352.7493,0.9989
2025-11-07 16:41:09,7.7314,315.4276,0.9990
2025-11-07 16:41:09,7.7319,329.8051,0.9990
2025-11-07 16:41:09,7.7319,329.8051,0.9990
2025-11-07 16:41:09,7.7327,337.9374,0.9990
2025-11-07 16:41:09,7.7309,350.5143,0.9989
2025-11-07 16:41:09,7.7309,353.0936,0.9989
2025-11-07 16:41:10,7.7319,326.2760,0.9990
2025-11-07 16:41:10,7.7305,311.1879,0.9990
2025-11-07 16:41:10,7.7327,297.5766,0.9991
2025-11-07 16:41:10,7.7319,278.0149,0.9991
2025-11-07 16:41:10,7.7316,286.7672,0.9991
2025-11-07 16:41:10,7.7324,294.7968,0.9991
2025-11-07 16:41:10,7.7305,305.8687,0.9991
2025-11-07 16:41:10,7.7284,256.2220,0.9992
2025-11-07 16:41:10,7.7277,272.9475,0.9992
2025-11-07 16:41:10,7.7279,274.7575,0.9991
2025-11-07 16:41:10,7.7249,301.0833,0.9991
2025-11-07 16:41:11,7.7248,299.7364,0.9991
2025-11-07 16:41:11,7.7242,315.7638,0.9990
2025-11-07 16:41:11,7.7241,314.6817,0.9990
2025-11-07 16:41:11,7.7271,289.4993,0.9991
2025-11-07 16:41:11,7.7294,342.1546,0.9989
2025-11-07 16:41:11,7.7300,324.0866,0.9990
2025-11-07 16:41:11,7.7257,289.6087,0.9991
2025-11-07 16:41:11,7.7253,291.9452,0.9991
2025-11-07 16:41:11,7.7251,287.6983,0.9991
2025-11-07 16:41:11,7.7253,281.8905,0.9991
2025-11-07 16:41:11,7.7288,307.2582,0.9991
2025-11-07 16:41:11,7.7270,323.7770,0.9990
2025-11-07 16:41:11,7.7269,322.8120,0.9990
2025-11-07 16:41:12,7.7268,326.2557,0.9990
2025-11-07 16:41:12,7.7187,293.1831,0.9991
2025-11-07 16:41:12,7.7201,286.9336,0.9991
2025-11-07 16:41:12,7.7192,258.9341,0.9992
2025-11-07 16:41:12,7.7191,261.0657,0.9992
2025-11-07 16:41:12,7.7190,261.5763,0.9992
2025-11-07 16:41:12,7.7197,260.4308,0.9992
2025-11-07 16:41:12,7.7209,295.5792,0.9991
2025-11-07 16:41:12,7.7209,295.5792,0.9991
2025-11-07 16:41:12,7.7222,290.0102,0.9991
2025-11-07 16:41:12,7.7212,293.5357,0.9991
2025-11-07 16:41:13,7.7208,280.1888,0.9991
2025-11-07 16:41:13,7.7208,280.1888,0.9991
2025-11-07 16:41:13,7.7287,326.3122,0.9990
2025-11-07 16:41:13,7.7270,345.0769,0.9989
2025-11-07 16:41:13,7.7299,429.9917,0.9987
2025-11-07 16:41:13,7.7299,429.9917,0.9987
2025-11-07 16:41:13,7.7287,416.5294,0.9987
2025-11-07 16:41:13,7.7339,371.1873,0.9989
2025-11-07 16:41:13,7.7326,333.8078,0.9990
2025-11-07 16:41:13,7.7326,333.8078,0.9990
2025-11-07 16:41:13,7.7349,358.3408,0.9989
2025-11-07 16:41:14,7.7316,383.3807,0.9988
2025-11-07 16:41:14,7.7310,365.1745,0.9989
2025-11-07 16:41:14,7.7310,365.1745,0.9989
2025-11-07 16:41:14,7.7311,366.8484,0.9989
2025-11-07 16:41:14,7.7327,352.5801,0.9989
2025-11-07 16:41:14,7.7330,361.6873,0.9989
2025-11-07 16:41:15,7.7330,361.6873,0.9989
2025-11-07 16:41:15,7.7329,359.9489,0.9989
2025-11-07 16:41:15,7.7328,360.7426,0.9989
2025-11-07 16:41:15,7.7288,272.5376,0.9992
2025-11-07 16:41:15,7.7265,338.0794,0.9990
2025-11-07 16:41:15,7.7265,337.5780,0.9990
2025-11-07 16:41:15,7.7287,334.1887,0.9990
2025-11-07 16:41:15,7.7299,358.0972,0.9989
2025-11-07 16:41:15,7.7320,292.5566,0.9991
2025-11-07 16:41:15,7.7319,291.0778,0.9991
2025-11-07 16:41:15,7.7318,291.2481,0.9991
2025-11-07 16:41:15,7.7325,305.3117,0.9991
2025-11-07 16:41:16,7.7324,308.7676,0.9991
2025-11-07 16:41:16,7.7323,307.3130,0.9991
2025-11-07 16:41:16,7.7321,307.7507,0.9991
2025-11-07 16:41:16,7.7311,288.4761,0.9991
2025-11-07 16:41:16,7.7314,280.4593,0.9991
2025-11-07 16:41:16,7.7321,291.0712,0.9991
2025-11-07 16:41:16,7.7295,304.0676,0.9991
2025-11-07 16:41:16,7.7308,332.3705,0.9990
2025-11-07 16:41:16,7.7308,332.3705,0.9990
2025-11-07 16:41:17,7.7325,364.3641,0.9989
2025-11-07 16:41:17,7.7338,353.7899,0.9989
2025-11-07 16:41:17,7.7347,372.2726,0.9989
2025-11-07 16:41:17,7.7347,372.2726,0.9989
2025-11-07 16:41:17,7.7363,407.0133,0.9988
2025-11-07 16:41:17,7.7302,494.8064,0.9985
2025-11-07 16:41:17,7.7310,514.9443,0.9984
2025-11-07 16:41:17,7.7306,524.7401,0.9984
2025-11-07 16:41:17,7.7279,460.7956,0.9986
2025-11-07 16:41:17,7.7271,475.0507,0.9985
2025-11-07 16:41:17,7.7249,415.0758,0.9987
